transaction_id,member_id,transaction_date,store_code,product_category,quantity,amount,payment_method
T0000030523,M0000200,2024-04-27,S039,FOOD,5,2984,EMONEY
T0000030524,M0000225,2024-04-27,S015,APPAREL,1,33819,CREDIT
T0000030525,M0000266,2024-04-27,S034,DAILY,3,593,CREDIT
T0000030526,M0000286,2024-04-27,S020,DAILY,3,1126,CREDIT
T0000030527,M0000005,2024-04-28,S005,APPAREL,2,1055,CREDIT
T0000030528,M0000029,2024-04-28,S021,HOME,3,15250,DEBIT
T0000030529,M0000055,2024-04-28,S007,FOOD,1,10105,EMONEY
T0000030530,M0000072,2024-04-28,S011,DAILY,5,4051,EMONEY
T0000030531,M0000082,2024-04-28,S002,APPAREL,3,959,CREDIT
T0000030532,M0000116,2024-04-28,S024,DAILY,5,1900,CASH
T0000030533,M0000158,2024-04-28,S028,FOOD,6,1117,CASH
T0000030534,M0000162,2024-04-28,S010,DAILY,4,2567,CREDIT
T0000030535,M0000206,2024-04-28,S001,FOOD,2,8202,CASH
T0000030536,M0000248,2024-04-28,S003,FOOD,8,2305,CASH
T0000030537,M0000297,2024-04-28,S040,DAILY,4,3529,DEBIT
T0000030538,M0000049,2024-04-29,S005,BOOKS,2,7151,EMONEY
T0000030539,M0000075,2024-04-29,S016,APPAREL,1,3936,CASH
T0000030540,M0000077,2024-04-29,S007,APPAREL,1,13885,EMONEY
T0000030541,M0000157,2024-04-29,S044,DAILY,1,13593,POINT
T0000030542,M0000165,2024-04-29,S005,FOOD,2,3648,EMONEY
T0000030543,M0000167,2024-04-29,S006,APPAREL,2,1289,EMONEY
T0000030544,M0000193,2024-04-29,S019,DAILY,1,4143,CREDIT
T0000030545,M0000208,2024-04-29,S040,HOME,1,6562,EMONEY
T0000030546,M0000235,2024-04-29,S035,FOOD,3,8288,DEBIT
T0000030547,M0000246,2024-04-29,S008,FOOD,4,11281,CASH
T0000030548,M0000294,2024-04-29,S038,APPAREL,2,13221,CREDIT
T0000030549,M0000010,2024-04-30,S014,FOOD,4,406,CREDIT
T0000030550,M0000011,2024-04-30,S002,BOOKS,3,1120,DEBIT
T0000030551,M0000037,2024-04-30,S034,APPAREL,1,3205,EMONEY
T0000030552,M0000055,2024-04-30,S039,ELECTRONICS,1,70844,CREDIT
T0000030553,M0000059,2024-04-30,S037,APPAREL,2,19271,CREDIT
T0000030554,M0000103,2024-04-30,S037,HOME,2,1841,CREDIT
T0000030555,M0000134,2024-04-30,S003,DAILY,6,3263,EMONEY
T0000030556,M0000174,2024-04-30,S018,FOOD,5,7882,EMONEY
T0000030557,M0000177,2024-04-30,S002,FOOD,6,4180,CREDIT
T0000030558,M0000209,2024-04-30,S044,FOOD,9,9597,EMONEY
T0000030559,M0000229,2024-04-30,S019,BOOKS,4,2329,CREDIT
T0000030560,M0000259,2024-04-30,S021,FOOD,5,2238,EMONEY
T0000030561,M0000259,2024-04-30,S018,HOME,2,34033,CREDIT
T0000030562,M0000284,2024-04-30,S047,DAILY,2,14500,CREDIT
T0000030563,M0000009,2024-05-01,S003,ELECTRONICS,1,27352,CASH
T0000030564,M0000034,2024-05-01,S009,APPAREL,2,2002,CASH
T0000030565,M0000041,2024-05-01,S009,APPAREL,1,3885,EMONEY
T0000030566,M0000089,2024-05-01,S014,DAILY,6,5505,CASH
T0000030567,M0000113,2024-05-01,S047,FOOD,5,1160,CASH
T0000030568,M0000119,2024-05-01,S011,FOOD,7,1240,CASH
T0000030569,M0000130,2024-05-01,S002,APPAREL,1,1046,CREDIT
T0000030570,M0000142,2024-05-01,S025,DAILY,1,4724,EMONEY
T0000030571,M0000171,2024-05-01,S008,APPAREL,1,9294,EMONEY
T0000030572,M0000190,2024-05-01,S042,FOOD,8,4590,CREDIT
T0000030573,M0000214,2024-05-01,S010,FOOD,6,3293,CREDIT
T0000030574,M0000257,2024-05-01,S005,DAILY,2,7976,CASH
T0000030575,M0000021,2024-05-02,S011,FOOD,4,2838,DEBIT
T0000030576,M0000049,2024-05-02,S009,HOME,3,24211,DEBIT
T0000030577,M0000058,2024-05-02,S022,FOOD,4,19508,CREDIT
T0000030578,M0000062,2024-05-02,S004,DAILY,5,3353,EMONEY
T0000030579,M0000064,2024-05-02,S033,FOOD,2,1157,CREDIT
T0000030580,M0000066,2024-05-02,S027,HOME,1,22291,CREDIT
T0000030581,M0000106,2024-05-02,S019,ELECTRONICS,1,46120,CREDIT
T0000030582,M0000129,2024-05-02,S013,APPAREL,3,10876,CREDIT
T0000030583,M0000155,2024-05-02,S032,FOOD,4,2033,CREDIT
T0000030584,M0000155,2024-05-02,S010,FOOD,3,9819,CASH
T0000030585,M0000227,2024-05-02,S028,FOOD,3,4716,DEBIT
T0000030586,M0000263,2024-05-02,S036,FOOD,5,96,CREDIT
T0000030587,M0000028,2024-05-03,S015,HOME,1,3557,EMONEY
T0000030588,M0000048,2024-05-03,S048,FOOD,4,7310,CASH
T0000030589,M0000055,2024-05-03,S047,DAILY,1,1140,CASH
T0000030590,M0000079,2024-05-03,S008,FOOD,5,4411,CREDIT
T0000030591,M0000080,2024-05-03,S024,DAILY,1,832,POINT
T0000030592,M0000096,2024-05-03,S005,ELECTRONICS,1,142626,DEBIT
T0000030593,M0000108,2024-05-03,S027,FOOD,4,2023,DEBIT
T0000030594,M0000171,2024-05-03,S046,FOOD,2,1653,CREDIT
T0000030595,M0000176,2024-05-03,S017,FOOD,7,3498,CREDIT
T0000030596,M0000202,2024-05-03,S046,FOOD,2,2887,CASH
T0000030597,M0000207,2024-05-03,S048,FOOD,4,5175,POINT
T0000030598,M0000227,2024-05-03,S023,FOOD,5,7842,EMONEY
T0000030599,M0000015,2024-05-04,S035,APPAREL,2,12029,CREDIT
T0000030600,M0000027,2024-05-04,S042,FOOD,6,15419,CREDIT
T0000030601,M0000038,2024-05-04,S034,APPAREL,1,18785,CREDIT
T0000030602,M0000041,2024-05-04,S026,APPAREL,2,10748,CREDIT
T0000030603,M0000049,2024-05-04,S010,FOOD,2,2098,EMONEY
T0000030604,M0000056,2024-05-04,S033,ELECTRONICS,1,56331,CREDIT
T0000030605,M0000071,2024-05-04,S018,HOME,2,24443,EMONEY
T0000030606,M0000075,2024-05-04,S041,HOME,2,11558,POINT
T0000030607,M0000102,2024-05-04,S044,ELECTRONICS,1,85179,CREDIT
T0000030608,M0000130,2024-05-04,S029,APPAREL,2,15793,CASH
T0000030609,M0000134,2024-05-04,S018,FOOD,7,5804,DEBIT
T0000030610,M0000165,2024-05-04,S038,FOOD,3,13693,CASH
T0000030611,M0000167,2024-05-04,S019,DAILY,1,1519,EMONEY
T0000030612,M0000198,2024-05-04,S001,APPAREL,2,7206,CASH
T0000030613,M0000235,2024-05-04,S043,FOOD,4,5730,EMONEY
T0000030614,M0000244,2024-05-04,S019,BOOKS,1,4915,DEBIT
T0000030615,M0000250,2024-05-04,S032,HOME,2,12163,DEBIT
T0000030616,M0000006,2024-05-05,S035,DAILY,3,3815,DEBIT
T0000030617,M0000022,2024-05-05,S035,BOOKS,2,3257,CREDIT
T0000030618,M0000050,2024-05-05,S028,BOOKS,2,24940,EMONEY
T0000030619,M0000059,2024-05-05,S040,FOOD,5,1130,CASH
T0000030620,M0000166,2024-05-05,S048,APPAREL,3,6659,DEBIT
T0000030621,M0000198,2024-05-05,S006,DAILY,3,3228,CASH
T0000030622,M0000220,2024-05-05,S006,FOOD,4,2999,EMONEY
T0000030623,M0000223,2024-05-05,S034,BOOKS,4,15028,EMONEY
T0000030624,M0000229,2024-05-05,S015,ELECTRONICS,2,1980,CREDIT
T0000030625,M0000245,2024-05-05,S018,FOOD,3,2348,EMONEY
T0000030626,M0000245,2024-05-05,S032,ELECTRONICS,1,24485,EMONEY
T0000030627,M0000246,2024-05-05,S033,APPAREL,1,18870,CREDIT
T0000030628,M0000246,2024-05-05,S004,FOOD,4,3175,CREDIT
T0000030629,M0000037,2024-05-06,S013,FOOD,2,824,EMONEY
T0000030630,M0000041,2024-05-06,S008,APPAREL,1,10446,EMONEY
T0000030631,M0000050,2024-05-06,S029,FOOD,5,12993,CREDIT
T0000030632,M0000053,2024-05-06,S031,DAILY,5,6816,EMONEY
T0000030633,M0000065,2024-05-06,S032,DAILY,4,10750,CASH
T0000030634,M0000086,2024-05-06,S024,FOOD,3,8087,EMONEY
T0000030635,M0000096,2024-05-06,S034,DAILY,7,7351,DEBIT
T0000030636,M0000156,2024-05-06,S032,HOME,1,348,CASH
T0000030637,M0000158,2024-05-06,S021,HOME,1,21436,CREDIT
T0000030638,M0000176,2024-05-06,S017,FOOD,4,1830,EMONEY
T0000030639,M0000235,2024-05-06,S030,FOOD,2,8825,EMONEY
T0000030640,M0000246,2024-05-06,S046,APPAREL,2,14796,CASH
T0000030641,M0000282,2024-05-06,S043,FOOD,6,9563,DEBIT
T0000030642,M0000288,2024-05-06,S021,ELECTRONICS,1,55770,DEBIT
T0000030643,M0000005,2024-05-07,S032,FOOD,1,3519,CREDIT
T0000030644,M0000006,2024-05-07,S036,DAILY,4,2395,DEBIT
T0000030645,M0000041,2024-05-07,S049,HOME,1,6644,DEBIT
T0000030646,M0000048,2024-05-07,S007,FOOD,5,4692,DEBIT
T0000030647,M0000123,2024-05-07,S035,APPAREL,3,13612,DEBIT
T0000030648,M0000170,2024-05-07,S003,FOOD,5,2612,CREDIT
T0000030649,M0000185,2024-05-07,S048,DAILY,2,9022,CREDIT
T0000030650,M0000217,2024-05-07,S019,FOOD,5,1871,EMONEY
T0000030651,M0000228,2024-05-07,S003,HOME,1,6089,EMONEY
T0000030652,M0000272,2024-05-07,S031,APPAREL,3,7539,CREDIT
T0000030653,M0000017,2024-05-08,S049,FOOD,3,1639,CREDIT
T0000030654,M0000041,2024-05-08,S049,HOME,1,2075,EMONEY
T0000030655,M0000089,2024-05-08,S031,BOOKS,3,9479,POINT
T0000030656,M0000107,2024-05-08,S042,APPAREL,3,4507,CASH
T0000030657,M0000153,2024-05-08,S021,FOOD,3,5977,POINT
T0000030658,M0000167,2024-05-08,S032,APPAREL,1,6298,EMONEY
T0000030659,M0000174,2024-05-08,S007,DAILY,5,798,CREDIT
T0000030660,M0000217,2024-05-08,S046,FOOD,4,5216,EMONEY
T0000030661,M0000231,2024-05-08,S021,BOOKS,3,2238,CREDIT
T0000030662,M0000237,2024-05-08,S007,FOOD,5,4119,EMONEY
T0000030663,M0000021,2024-05-09,S004,APPAREL,1,16550,CASH
T0000030664,M0000041,2024-05-09,S010,FOOD,5,5131,DEBIT
T0000030665,M0000048,2024-05-09,S041,DAILY,1,773,DEBIT
T0000030666,M0000076,2024-05-09,S023,APPAREL,2,2114,DEBIT
T0000030667,M0000096,2024-05-09,S031,DAILY,2,18147,CREDIT
T0000030668,M0000103,2024-05-09,S035,FOOD,5,1633,EMONEY
T0000030669,M0000108,2024-05-09,S025,FOOD,6,2585,DEBIT
T0000030670,M0000108,2024-05-09,S050,FOOD,6,476,CREDIT
T0000030671,M0000111,2024-05-09,S026,DAILY,3,8112,EMONEY
T0000030672,M0000128,2024-05-09,S027,APPAREL,1,2352,POINT
T0000030673,M0000129,2024-05-09,S024,FOOD,5,11137,DEBIT
T0000030674,M0000157,2024-05-09,S006,APPAREL,3,2794,DEBIT
T0000030675,M0000245,2024-05-09,S024,APPAREL,5,7489,POINT
T0000030676,M0000248,2024-05-09,S036,FOOD,5,4896,EMONEY
T0000030677,M0000258,2024-05-09,S001,APPAREL,1,48635,CREDIT
T0000030678,M0000275,2024-05-09,S026,HOME,2,4296,CREDIT
T0000030679,M0000059,2024-05-10,S017,DAILY,8,7049,CREDIT
T0000030680,M0000064,2024-05-10,S040,APPAREL,1,4049,POINT
T0000030681,M0000075,2024-05-10,S009,DAILY,2,2077,EMONEY
T0000030682,M0000120,2024-05-10,S047,DAILY,3,2005,POINT
T0000030683,M0000127,2024-05-10,S019,FOOD,8,2476,CASH
T0000030684,M0000127,2024-05-10,S008,BOOKS,2,1478,EMONEY
T0000030685,M0000135,2024-05-10,S005,DAILY,2,2670,CASH
T0000030686,M0000202,2024-05-10,S002,DAILY,3,4927,CREDIT
T0000030687,M0000217,2024-05-10,S018,FOOD,5,2209,EMONEY
T0000030688,M0000245,2024-05-10,S011,HOME,4,28491,CASH
T0000030689,M0000029,2024-05-11,S037,APPAREL,2,9948,EMONEY
T0000030690,M0000050,2024-05-11,S038,FOOD,8,16718,CREDIT
T0000030691,M0000104,2024-05-11,S002,APPAREL,1,15224,CREDIT
T0000030692,M0000106,2024-05-11,S040,ELECTRONICS,1,30276,CREDIT
T0000030693,M0000153,2024-05-11,S018,FOOD,6,10642,CASH
T0000030694,M0000156,2024-05-11,S020,APPAREL,3,2124,POINT
T0000030695,M0000157,2024-05-11,S029,HOME,2,8404,EMONEY
T0000030696,M0000222,2024-05-11,S004,DAILY,3,2970,DEBIT
T0000030697,M0000227,2024-05-11,S027,DAILY,2,7280,CREDIT
T0000030698,M0000247,2024-05-11,S003,FOOD,3,8911,DEBIT
T0000030699,M0000251,2024-05-11,S021,DAILY,4,638,EMONEY
T0000030700,M0000300,2024-05-11,S017,FOOD,4,1564,CREDIT
T0000030701,M0000035,2024-05-12,S038,FOOD,3,807,EMONEY
T0000030702,M0000059,2024-05-12,S027,DAILY,3,3767,CREDIT
T0000030703,M0000063,2024-05-12,S011,HOME,1,4787,CREDIT
T0000030704,M0000078,2024-05-12,S016,FOOD,3,5132,CREDIT
T0000030705,M0000089,2024-05-12,S038,DAILY,1,5684,CASH
T0000030706,M0000139,2024-05-12,S021,FOOD,2,10342,CASH
T0000030707,M0000272,2024-05-12,S047,HOME,1,21268,EMONEY
T0000030708,M0000280,2024-05-12,S043,FOOD,5,3161,CREDIT
T0000030709,M0000031,2024-05-13,S042,ELECTRONICS,2,23597,CREDIT
T0000030710,M0000032,2024-05-13,S012,HOME,3,37176,EMONEY
T0000030711,M0000048,2024-05-13,S008,FOOD,3,11440,CREDIT
T0000030712,M0000056,2024-05-13,S013,HOME,2,9982,CASH
T0000030713,M0000072,2024-05-13,S025,APPAREL,2,12348,CREDIT
T0000030714,M0000079,2024-05-13,S012,HOME,1,32876,DEBIT
T0000030715,M0000126,2024-05-13,S010,APPAREL,2,2631,POINT
T0000030716,M0000131,2024-05-13,S043,DAILY,3,4464,EMONEY
T0000030717,M0000153,2024-05-13,S037,HOME,4,40758,CASH
T0000030718,M0000154,2024-05-13,S018,ELECTRONICS,1,58934,DEBIT
T0000030719,M0000169,2024-05-13,S050,ELECTRONICS,1,153696,DEBIT
T0000030720,M0000237,2024-05-13,S031,FOOD,4,18694,POINT
T0000030721,M0000031,2024-05-14,S038,FOOD,3,4448,CREDIT
T0000030722,M0000062,2024-05-14,S044,BOOKS,2,4846,CREDIT
T0000030723,M0000072,2024-05-14,S028,FOOD,4,2448,EMONEY
T0000030724,M0000103,2024-05-14,S025,FOOD,3,9353,EMONEY
T0000030725,M0000127,2024-05-14,S049,APPAREL,1,7563,EMONEY
T0000030726,M0000128,2024-05-14,S025,BOOKS,7,11752,CASH
T0000030727,M0000149,2024-05-14,S002,APPAREL,3,12243,EMONEY
T0000030728,M0000150,2024-05-14,S024,APPAREL,1,7544,CREDIT
T0000030729,M0000164,2024-05-14,S009,BOOKS,2,1462,EMONEY
T0000030730,M0000180,2024-05-14,S006,FOOD,3,4791,CREDIT
T0000030731,M0000184,2024-05-14,S040,DAILY,1,1596,CASH
T0000030732,M0000220,2024-05-14,S030,APPAREL,1,1146,EMONEY
T0000030733,M0000223,2024-05-14,S021,FOOD,5,15250,CREDIT
T0000030734,M0000235,2024-05-14,S043,BOOKS,2,7865,CREDIT
T0000030735,M0000241,2024-05-14,S016,FOOD,2,3555,CREDIT
T0000030736,M0000250,2024-05-14,S023,APPAREL,2,22764,CREDIT
T0000030737,M0000293,2024-05-14,S050,HOME,2,7944,CREDIT
T0000030738,M0000299,2024-05-14,S035,HOME,1,4815,CREDIT
T0000030739,M0000006,2024-05-15,S025,FOOD,4,2014,EMONEY
T0000030740,M0000012,2024-05-15,S037,BOOKS,1,3701,CASH
T0000030741,M0000015,2024-05-15,S029,FOOD,7,23735,POINT
T0000030742,M0000032,2024-05-15,S007,APPAREL,1,47689,EMONEY
T0000030743,M0000078,2024-05-15,S028,DAILY,2,1959,EMONEY
T0000030744,M0000103,2024-05-15,S041,FOOD,4,3246,CREDIT
T0000030745,M0000111,2024-05-15,S029,HOME,1,35790,EMONEY
T0000030746,M0000155,2024-05-15,S031,BOOKS,2,14946,CREDIT
T0000030747,M0000174,2024-05-15,S027,APPAREL,3,9587,CREDIT
T0000030748,M0000200,2024-05-15,S022,DAILY,3,1836,EMONEY
T0000030749,M0000201,2024-05-15,S016,FOOD,1,1757,CREDIT
T0000030750,M0000224,2024-05-15,S046,FOOD,5,1135,CREDIT
T0000030751,M0000245,2024-05-15,S028,FOOD,4,3484,CREDIT
T0000030752,M0000246,2024-05-15,S031,BOOKS,1,8717,CREDIT
T0000030753,M0000250,2024-05-15,S007,APPAREL,2,4686,CREDIT
T0000030754,M0000257,2024-05-15,S010,DAILY,2,2501,EMONEY
T0000030755,M0000272,2024-05-15,S035,APPAREL,1,2567,CASH
T0000030756,M0000015,2024-05-16,S018,FOOD,3,3013,EMONEY
T0000030757,M0000030,2024-05-16,S044,DAILY,3,1282,POINT
T0000030758,M0000038,2024-05-16,S049,FOOD,5,3025,EMONEY
T0000030759,M0000041,2024-05-16,S009,DAILY,3,2209,DEBIT
T0000030760,M0000088,2024-05-16,S025,FOOD,5,67162,DEBIT
T0000030761,M0000089,2024-05-16,S049,DAILY,2,5016,CREDIT
T0000030762,M0000128,2024-05-16,S024,HOME,3,10064,POINT
T0000030763,M0000171,2024-05-16,S044,DAILY,2,2233,EMONEY
T0000030764,M0000174,2024-05-16,S039,DAILY,3,11153,DEBIT
T0000030765,M0000176,2024-05-16,S023,HOME,1,5747,DEBIT
T0000030766,M0000238,2024-05-16,S011,HOME,1,28107,EMONEY
T0000030767,M0000245,2024-05-16,S007,APPAREL,1,18020,CASH
T0000030768,M0000248,2024-05-16,S005,FOOD,2,2244,CREDIT
T0000030769,M0000250,2024-05-16,S049,DAILY,2,4266,CREDIT
T0000030770,M0000037,2024-05-17,S036,BOOKS,5,1181,POINT
T0000030771,M0000038,2024-05-17,S004,FOOD,1,5197,CREDIT
T0000030772,M0000059,2024-05-17,S029,HOME,2,22521,EMONEY
T0000030773,M0000076,2024-05-17,S034,DAILY,3,533,POINT
T0000030774,M0000097,2024-05-17,S043,APPAREL,1,4717,EMONEY
T0000030775,M0000131,2024-05-17,S029,HOME,2,11324,DEBIT
T0000030776,M0000137,2024-05-17,S008,FOOD,1,5335,DEBIT
T0000030777,M0000201,2024-05-17,S002,FOOD,6,8092,EMONEY
T0000030778,M0000258,2024-05-17,S043,FOOD,2,3798,CREDIT
T0000030779,M0000260,2024-05-17,S026,FOOD,6,3386,EMONEY
T0000030780,M0000031,2024-05-18,S027,FOOD,6,9194,CREDIT
T0000030781,M0000034,2024-05-18,S009,DAILY,2,2426,DEBIT
T0000030782,M0000037,2024-05-18,S024,ELECTRONICS,1,1816,EMONEY
T0000030783,M0000089,2024-05-18,S021,BOOKS,3,12210,CREDIT
T0000030784,M0000096,2024-05-18,S050,APPAREL,1,20343,EMONEY
T0000030785,M0000111,2024-05-18,S022,HOME,1,55666,CREDIT
T0000030786,M0000111,2024-05-18,S036,APPAREL,3,25191,CREDIT
T0000030787,M0000112,2024-05-18,S035,HOME,2,2623,CREDIT
T0000030788,M0000121,2024-05-18,S046,FOOD,7,569,EMONEY
T0000030789,M0000248,2024-05-18,S010,FOOD,3,2546,EMONEY
T0000030790,M0000257,2024-05-18,S038,FOOD,3,6517,CASH
T0000030791,M0000261,2024-05-18,S012,FOOD,5,15460,EMONEY
T0000030792,M0000273,2024-05-18,S047,FOOD,4,7566,CREDIT
T0000030793,M0000058,2024-05-19,S021,FOOD,3,28113,DEBIT
T0000030794,M0000059,2024-05-19,S011,FOOD,4,7448,EMONEY
T0000030795,M0000064,2024-05-19,S025,BOOKS,2,1669,CREDIT
T0000030796,M0000075,2024-05-19,S020,DAILY,2,4321,CREDIT
T0000030797,M0000103,2024-05-19,S023,DAILY,3,2847,EMONEY
T0000030798,M0000120,2024-05-19,S015,HOME,2,7195,CREDIT
T0000030799,M0000131,2024-05-19,S026,FOOD,10,6870,EMONEY
T0000030800,M0000137,2024-05-19,S016,FOOD,5,4321,EMONEY
T0000030801,M0000158,2024-05-19,S009,FOOD,4,3011,DEBIT
T0000030802,M0000179,2024-05-19,S006,ELECTRONICS,1,20263,EMONEY
T0000030803,M0000181,2024-05-19,S034,APPAREL,3,6716,DEBIT
T0000030804,M0000222,2024-05-19,S028,FOOD,1,1453,CREDIT
T0000030805,M0000246,2024-05-19,S049,FOOD,6,2284,EMONEY
T0000030806,M0000255,2024-05-19,S043,HOME,1,9933,DEBIT
T0000030807,M0000263,2024-05-19,S025,DAILY,3,2414,DEBIT
T0000030808,M0000292,2024-05-19,S042,FOOD,5,621,CASH
T0000030809,M0000070,2024-05-20,S037,DAILY,4,4969,DEBIT
T0000030810,M0000072,2024-05-20,S008,FOOD,6,2729,DEBIT
T0000030811,M0000096,2024-05-20,S008,APPAREL,1,45170,CREDIT
T0000030812,M0000103,2024-05-20,S050,DAILY,2,4053,CREDIT
T0000030813,M0000162,2024-05-20,S022,FOOD,2,4857,CREDIT
T0000030814,M0000169,2024-05-20,S043,BOOKS,4,31382,EMONEY
T0000030815,M0000170,2024-05-20,S047,ELECTRONICS,1,16617,EMONEY
T0000030816,M0000180,2024-05-20,S043,FOOD,5,3431,CASH
T0000030817,M0000182,2024-05-20,S002,HOME,2,10148,EMONEY
T0000030818,M0000214,2024-05-20,S039,FOOD,4,1629,DEBIT
T0000030819,M0000227,2024-05-20,S022,DAILY,1,855,CREDIT
T0000030820,M0000229,2024-05-20,S040,FOOD,6,484,EMONEY
T0000030821,M0000127,2024-05-21,S001,FOOD,4,5332,EMONEY
T0000030822,M0000155,2024-05-21,S041,APPAREL,2,2550,CREDIT
T0000030823,M0000173,2024-05-21,S040,FOOD,4,1415,EMONEY
T0000030824,M0000244,2024-05-21,S014,FOOD,3,1872,CASH
T0000030825,M0000252,2024-05-21,S005,DAILY,4,2253,CREDIT
T0000030826,M0000292,2024-05-21,S021,FOOD,3,13590,EMONEY
T0000030827,M0000075,2024-05-22,S037,BOOKS,3,4464,CREDIT
T0000030828,M0000149,2024-05-22,S006,BOOKS,3,3686,CREDIT
T0000030829,M0000165,2024-05-22,S006,FOOD,3,5081,EMONEY
T0000030830,M0000167,2024-05-22,S017,FOOD,3,786,CREDIT
T0000030831,M0000185,2024-05-22,S049,FOOD,4,3570,CREDIT
T0000030832,M0000227,2024-05-22,S045,BOOKS,2,5268,POINT
T0000030833,M0000233,2024-05-22,S011,APPAREL,4,26178,POINT
T0000030834,M0000266,2024-05-22,S013,APPAREL,2,1789,CREDIT
T0000030835,M0000284,2024-05-22,S025,DAILY,4,1036,EMONEY
T0000030836,M0000012,2024-05-23,S046,DAILY,2,506,CREDIT
T0000030837,M0000030,2024-05-23,S007,DAILY,5,513,DEBIT
T0000030838,M0000038,2024-05-23,S038,FOOD,3,5069,CREDIT
T0000030839,M0000049,2024-05-23,S044,BOOKS,4,17828,DEBIT
T0000030840,M0000062,2024-05-23,S038,FOOD,3,570,EMONEY
T0000030841,M0000078,2024-05-23,S019,DAILY,3,2179,CREDIT
T0000030842,M0000089,2024-05-23,S021,FOOD,1,6750,DEBIT
T0000030843,M0000097,2024-05-23,S043,FOOD,4,8876,CREDIT
T0000030844,M0000192,2024-05-23,S025,DAILY,2,685,DEBIT
T0000030845,M0000252,2024-05-23,S016,FOOD,2,1873,EMONEY
T0000030846,M0000293,2024-05-23,S017,BOOKS,3,5710,EMONEY
T0000030847,M0000009,2024-05-24,S016,HOME,1,36498,CREDIT
T0000030848,M0000041,2024-05-24,S013,FOOD,2,719,CREDIT
T0000030849,M0000121,2024-05-24,S025,HOME,4,462,CREDIT
T0000030850,M0000132,2024-05-24,S045,HOME,3,37511,EMONEY
T0000030851,M0000134,2024-05-24,S014,FOOD,3,28283,CASH
T0000030852,M0000142,2024-05-24,S038,APPAREL,1,6832,CASH
T0000030853,M0000142,2024-05-24,S014,APPAREL,3,7528,DEBIT
T0000030854,M0000174,2024-05-24,S044,APPAREL,2,5286,CREDIT
T0000030855,M0000182,2024-05-24,S008,DAILY,4,333,CREDIT
T0000030856,M0000220,2024-05-24,S020,FOOD,3,2347,CASH
T0000030857,M0000227,2024-05-24,S027,HOME,1,16026,CREDIT
T0000030858,M0000230,2024-05-24,S050,DAILY,3,597,DEBIT
T0000030859,M0000233,2024-05-24,S033,BOOKS,5,8321,CREDIT
T0000030860,M0000233,2024-05-24,S037,APPAREL,1,34396,CASH
T0000030861,M0000237,2024-05-24,S049,ELECTRONICS,1,22601,CREDIT
T0000030862,M0000272,2024-05-24,S023,FOOD,4,318,DEBIT
T0000030863,M0000286,2024-05-24,S031,APPAREL,2,20746,DEBIT
T0000030864,M0000026,2024-05-25,S043,HOME,1,20481,EMONEY
T0000030865,M0000058,2024-05-25,S040,FOOD,3,21427,CREDIT
T0000030866,M0000136,2024-05-25,S040,FOOD,3,2112,EMONEY
T0000030867,M0000150,2024-05-25,S033,FOOD,6,9103,CASH
T0000030868,M0000165,2024-05-25,S050,FOOD,4,2187,CASH
T0000030869,M0000204,2024-05-25,S031,HOME,3,16573,CREDIT
T0000030870,M0000049,2024-05-26,S037,APPAREL,1,18187,CREDIT
T0000030871,M0000064,2024-05-26,S009,APPAREL,2,8056,POINT
T0000030872,M0000075,2024-05-26,S019,FOOD,2,2362,CREDIT
T0000030873,M0000110,2024-05-26,S023,APPAREL,1,1559,CREDIT
T0000030874,M0000153,2024-05-26,S025,FOOD,5,7895,POINT
T0000030875,M0000180,2024-05-26,S016,FOOD,2,1204,DEBIT
T0000030876,M0000196,2024-05-26,S041,ELECTRONICS,1,20453,CREDIT
T0000030877,M0000017,2024-05-27,S044,FOOD,7,33547,DEBIT
T0000030878,M0000056,2024-05-27,S013,FOOD,3,2962,CASH
T0000030879,M0000070,2024-05-27,S004,APPAREL,2,12946,CASH
T0000030880,M0000094,2024-05-27,S013,FOOD,2,8250,DEBIT
T0000030881,M0000123,2024-05-27,S044,FOOD,7,1737,EMONEY
T0000030882,M0000132,2024-05-27,S023,APPAREL,1,32260,CREDIT
T0000030883,M0000187,2024-05-27,S047,DAILY,4,838,CREDIT
T0000030884,M0000188,2024-05-27,S027,DAILY,2,741,DEBIT
T0000030885,M0000202,2024-05-27,S039,HOME,3,9988,CREDIT
T0000030886,M0000225,2024-05-27,S028,DAILY,4,9643,DEBIT
T0000030887,M0000231,2024-05-27,S003,DAILY,2,1781,POINT
T0000030888,M0000245,2024-05-27,S015,APPAREL,1,12204,CASH
T0000030889,M0000266,2024-05-27,S008,HOME,2,8008,EMONEY
T0000030890,M0000284,2024-05-27,S031,FOOD,4,11228,EMONEY
T0000030891,M0000041,2024-05-28,S004,APPAREL,1,12015,CASH
T0000030892,M0000079,2024-05-28,S031,ELECTRONICS,1,38393,EMONEY
T0000030893,M0000103,2024-05-28,S020,DAILY,4,1025,CASH
T0000030894,M0000108,2024-05-28,S024,ELECTRONICS,1,21400,EMONEY
T0000030895,M0000108,2024-05-28,S046,APPAREL,2,5046,CASH
T0000030896,M0000119,2024-05-28,S047,APPAREL,3,8316,CASH
T0000030897,M0000187,2024-05-28,S021,APPAREL,3,3610,CREDIT
T0000030898,M0000196,2024-05-28,S030,DAILY,2,1830,CREDIT
T0000030899,M0000224,2024-05-28,S037,HOME,3,12187,DEBIT
T0000030900,M0000250,2024-05-28,S030,HOME,3,22384,EMONEY
